Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Peru,PER,2021-08-28,31.21,
Peru,PER,2021-08-29,31.75,
Peru,PER,2021-08-30,31.77,
Peru,PER,2021-08-31,31.98,
Peru,PER,2021-09-01,32.21,
Peru,PER,2021-09-02,32.58,
Peru,PER,2021-09-03,33.02,
Peru,PER,2021-09-04,33.88,
Peru,PER,2021-09-05,34.59,
Peru,PER,2021-09-06,34.92,
Peru,PER,2021-09-07,35.45,
Peru,PER,2021-09-08,36.34,
Peru,PER,2021-09-09,37.24,
Peru,PER,2021-09-10,38.25,
Peru,PER,2021-09-11,39.69,
Peru,PER,2021-09-12,40.79,
Peru,PER,2021-09-13,41.3,
Peru,PER,2021-09-14,42.08,
Peru,PER,2021-09-15,42.68,
Peru,PER,2021-09-16,43.47,
Peru,PER,2021-09-17,44.23,
Peru,PER,2021-09-18,45.22,
Peru,PER,2021-09-19,45.78,
Peru,PER,2021-09-20,46.03,
Peru,PER,2021-09-21,46.39,
Peru,PER,2021-09-22,46.7,
Peru,PER,2021-09-23,46.98,
Peru,PER,2021-09-24,47.29,
Peru,PER,2021-09-25,47.76,
Peru,PER,2021-09-26,48.13,
Peru,PER,2021-09-27,48.43,
Peru,PER,2021-09-28,48.75,
Peru,PER,2021-09-29,49.06,
Peru,PER,2021-09-30,49.35,
Peru,PER,2021-10-01,49.61,
Peru,PER,2021-10-02,50.13,
Peru,PER,2021-10-03,50.59,
Peru,PER,2021-10-04,50.8,
Peru,PER,2021-10-05,51.03,
Peru,PER,2021-10-06,51.25,
Peru,PER,2021-10-07,51.46,
Peru,PER,2021-10-08,51.63,
Peru,PER,2021-10-09,51.91,
Peru,PER,2021-10-10,52.1,
Peru,PER,2021-10-11,52.29,
Peru,PER,2021-10-12,52.64,
Peru,PER,2021-10-13,52.96,
Peru,PER,2021-10-14,53.28,
Peru,PER,2021-10-15,53.61,
Peru,PER,2021-10-16,54.14,
Peru,PER,2021-10-17,54.61,
Peru,PER,2021-10-18,54.89,
Peru,PER,2021-10-19,55.11,
Peru,PER,2021-10-20,55.28,
Peru,PER,2021-10-21,55.45,
Peru,PER,2021-10-22,55.6,
Peru,PER,2021-10-23,55.92,
Peru,PER,2021-10-24,56.14,
Peru,PER,2021-10-25,56.26,
Peru,PER,2021-10-26,56.37,
Peru,PER,2021-10-27,56.48,
Peru,PER,2021-10-28,56.62,
Peru,PER,2021-10-29,56.76,
Peru,PER,2021-10-30,57.38,
Peru,PER,2021-10-31,57.91,
Peru,PER,2021-11-01,58.12,
Peru,PER,2021-11-02,58.39,
Peru,PER,2021-11-03,58.71,
Peru,PER,2021-11-04,59.22,
Peru,PER,2021-11-05,59.89,
Peru,PER,2021-11-06,60.82,
Peru,PER,2021-11-07,61.45,
Peru,PER,2021-11-08,61.81,
Peru,PER,2021-11-09,62.14,
Peru,PER,2021-11-10,62.46,
Peru,PER,2021-11-11,62.73,
Peru,PER,2021-11-12,62.98,
Peru,PER,2021-11-13,63.32,
Peru,PER,2021-11-14,63.61,
Peru,PER,2021-11-15,63.86,
Peru,PER,2021-11-16,64.17,
Peru,PER,2021-11-17,64.47,
Peru,PER,2021-11-18,64.77,
Peru,PER,2021-11-19,65.07,
Peru,PER,2021-11-20,65.45,
Peru,PER,2021-11-21,65.76,
Peru,PER,2021-11-22,66,
Peru,PER,2021-11-23,66.23,
Peru,PER,2021-11-24,66.45,
Peru,PER,2021-11-25,66.65,
Peru,PER,2021-11-26,66.84,
Peru,PER,2021-11-27,67.06,
Peru,PER,2021-11-28,67.25,
Peru,PER,2021-11-29,67.4,
Peru,PER,2021-11-30,67.51,
Peru,PER,2021-12-01,67.58,
Philippines,PHL,2021-02-28,0,
Philippines,PHL,2021-03-01,0,
Philippines,PHL,2021-03-02,0,
Philippines,PHL,2021-03-04,0.01,
Philippines,PHL,2021-03-06,0.02,
Philippines,PHL,2021-03-07,0.03,
Philippines,PHL,2021-03-08,0.04,
Philippines,PHL,2021-03-09,0.08,
Philippines,PHL,2021-03-10,0.1,
Philippines,PHL,2021-03-13,0.17,
Philippines,PHL,2021-03-15,0.19,
Philippines,PHL,2021-03-16,0.2,
Philippines,PHL,2021-03-17,0.24,
Philippines,PHL,2021-03-20,0.3,
Philippines,PHL,2021-03-23,0.46,
Philippines,PHL,2021-03-27,0.59,
Philippines,PHL,2021-03-30,0.66,
Philippines,PHL,2021-04-03,0.72,
Philippines,PHL,2021-04-05,0.74,
Philippines,PHL,2021-04-06,0.79,
Philippines,PHL,2021-04-11,0.91,
Philippines,PHL,2021-04-12,0.95,
Philippines,PHL,2021-04-13,0.98,
Philippines,PHL,2021-04-17,1.14,
Philippines,PHL,2021-04-18,1.15,
Philippines,PHL,2021-04-20,1.22,
Philippines,PHL,2021-04-21,1.26,
Philippines,PHL,2021-04-24,1.37,
Philippines,PHL,2021-04-26,1.38,
Philippines,PHL,2021-04-27,1.41,
Philippines,PHL,2021-04-29,1.45,
Philippines,PHL,2021-04-30,1.48,
Philippines,PHL,2021-05-01,1.49,
Philippines,PHL,2021-05-03,1.52,
Philippines,PHL,2021-05-04,1.57,
Philippines,PHL,2021-05-05,1.61,
Philippines,PHL,2021-05-07,1.7,
Philippines,PHL,2021-05-08,1.76,
Philippines,PHL,2021-05-09,1.76,
Philippines,PHL,2021-05-11,1.82,
Philippines,PHL,2021-05-14,1.94,
Philippines,PHL,2021-05-15,2.02,
Philippines,PHL,2021-05-16,2.06,
Philippines,PHL,2021-05-18,2.26,
Philippines,PHL,2021-05-21,2.73,
Philippines,PHL,2021-05-22,2.83,
Philippines,PHL,2021-05-24,2.99,
Philippines,PHL,2021-05-25,3.12,
Philippines,PHL,2021-05-30,3.58,
Philippines,PHL,2021-06-02,3.76,
Philippines,PHL,2021-06-04,3.91,
Philippines,PHL,2021-06-05,3.95,
Philippines,PHL,2021-06-06,3.98,
Philippines,PHL,2021-06-07,4.05,
Philippines,PHL,2021-06-08,4.17,
Philippines,PHL,2021-06-09,4.25,
Philippines,PHL,2021-06-12,4.52,
Philippines,PHL,2021-06-13,4.56,
Philippines,PHL,2021-06-14,4.62,
Philippines,PHL,2021-06-15,4.86,
Philippines,PHL,2021-06-16,5,
Philippines,PHL,2021-06-17,5.21,
Philippines,PHL,2021-06-18,5.36,
Philippines,PHL,2021-06-19,5.5,
Philippines,PHL,2021-06-20,5.63,
Philippines,PHL,2021-06-21,6.34,
Philippines,PHL,2021-06-25,6.57,
Philippines,PHL,2021-06-27,6.79,
Philippines,PHL,2021-06-29,6.9,
Philippines,PHL,2021-06-30,7.03,
Philippines,PHL,2021-07-01,7.21,
Philippines,PHL,2021-07-04,7.96,
Philippines,PHL,2021-07-06,8.15,
Philippines,PHL,2021-07-07,8.29,
Philippines,PHL,2021-07-08,8.46,
Philippines,PHL,2021-07-10,8.62,
Philippines,PHL,2021-07-11,8.7,
Philippines,PHL,2021-07-12,8.71,
Philippines,PHL,2021-07-13,8.8,
Philippines,PHL,2021-07-15,9.03,
Philippines,PHL,2021-07-16,9.16,
Philippines,PHL,2021-07-19,9.35,
Philippines,PHL,2021-07-21,9.53,
Philippines,PHL,2021-07-23,9.79,
Philippines,PHL,2021-07-25,9.98,
Philippines,PHL,2021-07-26,10.01,
Philippines,PHL,2021-07-27,10.09,
Philippines,PHL,2021-07-29,10.38,
Philippines,PHL,2021-08-02,10.58,
Philippines,PHL,2021-08-03,10.99,
Philippines,PHL,2021-08-05,11.25,
Philippines,PHL,2021-08-08,12.04,
Philippines,PHL,2021-08-11,12.7,
Philippines,PHL,2021-08-15,16.84,
Philippines,PHL,2021-09-09,22.69,
Philippines,PHL,2021-09-30,25.07,
Philippines,PHL,2021-10-21,29.68,
Philippines,PHL,2021-11-11,36.49,
Pitcairn,PCN,2021-06-15,100,
Pitcairn,PCN,2021-06-21,100,
Pitcairn,PCN,2021-07-27,100,
Pitcairn,PCN,2021-08-02,100,
Pitcairn,PCN,2021-09-07,100,
Poland,POL,2020-12-28,0.01,
Poland,POL,2020-12-29,0.02,
Poland,POL,2020-12-30,0.1,
Poland,POL,2020-12-31,0.13,
Poland,POL,2021-01-02,0.13,
Poland,POL,2021-01-03,0.13,
Poland,POL,2021-01-04,0.24,
Poland,POL,2021-01-05,0.37,
Poland,POL,2021-01-06,0.42,
Poland,POL,2021-01-07,0.5,
Poland,POL,2021-01-08,0.53,
Poland,POL,2021-01-09,0.53,
Poland,POL,2021-01-10,0.54,
Poland,POL,2021-01-11,0.68,
Poland,POL,2021-01-12,0.82,
Poland,POL,2021-01-13,0.98,
Poland,POL,2021-01-14,1.09,
Poland,POL,2021-01-15,1.16,
Poland,POL,2021-01-16,1.21,
Poland,POL,2021-01-17,1.24,
Poland,POL,2021-01-18,1.3,
Poland,POL,2021-01-19,1.4,
Poland,POL,2021-01-20,1.5,
Poland,POL,2021-01-21,1.6,
Poland,POL,2021-01-22,1.69,
Poland,POL,2021-01-23,1.73,
Poland,POL,2021-01-24,1.75,
Poland,POL,2021-01-25,1.86,
Poland,POL,2021-01-26,2.07,
Poland,POL,2021-01-27,2.27,
Poland,POL,2021-01-28,2.43,
Poland,POL,2021-01-29,2.5,
Poland,POL,2021-01-30,2.54,
Poland,POL,2021-01-31,2.58,
Poland,POL,2021-02-01,2.64,
Poland,POL,2021-02-02,2.79,
Poland,POL,2021-02-03,2.96,
Poland,POL,2021-02-04,3.1,
Poland,POL,2021-02-05,3.16,
Poland,POL,2021-02-06,3.18,
Poland,POL,2021-02-07,3.19,
Poland,POL,2021-02-09,3.42,
Poland,POL,2021-02-11,3.74,
Poland,POL,2021-02-12,3.83,
Poland,POL,2021-02-13,3.88,
Poland,POL,2021-02-14,3.91,
Poland,POL,2021-02-15,3.97,
Poland,POL,2021-02-16,4.07,
Poland,POL,2021-02-17,4.26,
Poland,POL,2021-02-18,4.47,
Poland,POL,2021-02-19,4.61,
Poland,POL,2021-02-20,4.69,
Poland,POL,2021-02-21,4.72,
Poland,POL,2021-02-22,4.83,
Poland,POL,2021-02-24,5.18,
Poland,POL,2021-02-26,5.56,
Poland,POL,2021-02-28,5.69,
Poland,POL,2021-03-01,5.8,
Poland,POL,2021-03-03,6.19,
Poland,POL,2021-03-04,6.42,
Poland,POL,2021-03-06,6.68,
Poland,POL,2021-03-08,6.8,
Poland,POL,2021-03-09,6.99,
Poland,POL,2021-03-11,7.5,
Poland,POL,2021-03-12,7.65,
Poland,POL,2021-03-13,7.71,
Poland,POL,2021-03-14,7.74,
Poland,POL,2021-03-15,7.8,
Poland,POL,2021-03-16,7.9,
Poland,POL,2021-03-17,8.13,
Poland,POL,2021-03-18,8.37,
Poland,POL,2021-03-19,8.5,
Poland,POL,2021-03-20,8.56,
Poland,POL,2021-03-21,8.58,
Poland,POL,2021-03-22,8.7,
Poland,POL,2021-03-23,8.96,
Poland,POL,2021-03-24,9.32,
Poland,POL,2021-03-26,10.02,
Poland,POL,2021-03-28,10.29,
Poland,POL,2021-03-30,10.75,
Poland,POL,2021-03-31,11.19,
Poland,POL,2021-04-01,11.65,
Poland,POL,2021-04-02,12.02,
Poland,POL,2021-04-04,12.13,
Poland,POL,2021-04-05,12.15,
Poland,POL,2021-04-07,12.99,
Poland,POL,2021-04-08,13.67,
Poland,POL,2021-04-10,14.63,
Poland,POL,2021-04-11,14.77,
Poland,POL,2021-04-12,15,
Poland,POL,2021-04-13,15.43,
Poland,POL,2021-04-15,16.5,
Poland,POL,2021-04-19,17.72,
Poland,POL,2021-04-20,18.17,
Poland,POL,2021-04-21,18.73,
Poland,POL,2021-04-22,19.34,
Poland,POL,2021-04-23,19.91,
Poland,POL,2021-04-25,20.55,
Poland,POL,2021-04-27,21.36,
Poland,POL,2021-04-28,21.77,
Poland,POL,2021-04-29,22.75,
Poland,POL,2021-05-01,23.59,
Poland,POL,2021-05-03,23.86,
Poland,POL,2021-05-05,25.01,
Poland,POL,2021-05-06,25.76,
Poland,POL,2021-05-07,26.43,
Poland,POL,2021-05-08,26.95,
Poland,POL,2021-05-09,27.15,
Poland,POL,2021-05-10,27.52,
Poland,POL,2021-05-11,28.07,
Poland,POL,2021-05-13,29.4,
Poland,POL,2021-05-14,29.97,
Poland,POL,2021-05-15,30.4,
Poland,POL,2021-05-16,30.58,
Poland,POL,2021-05-17,30.86,
Poland,POL,2021-05-18,31.4,
Poland,POL,2021-05-20,32.73,
Poland,POL,2021-05-21,33.28,
Poland,POL,2021-05-22,33.63,
Poland,POL,2021-05-23,33.73,
Poland,POL,2021-05-24,33.9,
Poland,POL,2021-05-25,34.29,
Poland,POL,2021-05-26,34.78,
Poland,POL,2021-05-27,35.2,
Poland,POL,2021-05-28,35.59,
Poland,POL,2021-05-29,35.93,
Poland,POL,2021-05-30,36.07,
Poland,POL,2021-05-31,36.27,
Poland,POL,2021-06-01,36.77,
Poland,POL,2021-06-02,37.42,
Poland,POL,2021-06-03,37.63,
Poland,POL,2021-06-04,38.1,
Poland,POL,2021-06-05,38.5,
Poland,POL,2021-06-06,38.66,
Poland,POL,2021-06-07,38.87,
Poland,POL,2021-06-08,39.28,
Poland,POL,2021-06-09,39.81,
Poland,POL,2021-06-10,40.13,
Poland,POL,2021-06-11,40.54,
Poland,POL,2021-06-12,40.9,
Poland,POL,2021-06-13,41.02,
Poland,POL,2021-06-14,41.14,
Poland,POL,2021-06-16,41.83,
Poland,POL,2021-06-17,42.17,
Poland,POL,2021-06-18,42.45,
Poland,POL,2021-06-19,42.67,
Poland,POL,2021-06-20,42.73,
Poland,POL,2021-06-21,42.82,
Poland,POL,2021-06-22,43.13,
Poland,POL,2021-06-23,43.41,
Poland,POL,2021-06-24,43.52,
Poland,POL,2021-06-26,44.05,
Poland,POL,2021-06-27,44.13,
Poland,POL,2021-06-28,44.23,
Poland,POL,2021-06-29,44.42,
Poland,POL,2021-06-30,44.69,
Poland,POL,2021-07-01,44.9,
Poland,POL,2021-07-02,45.09,
Poland,POL,2021-07-03,45.23,
Poland,POL,2021-07-04,45.28,
Poland,POL,2021-07-05,45.37,
Poland,POL,2021-07-06,45.49,
Poland,POL,2021-07-07,45.65,
Poland,POL,2021-07-08,45.81,
Poland,POL,2021-07-09,45.97,
Poland,POL,2021-07-11,46.12,
Poland,POL,2021-07-12,46.21,
Poland,POL,2021-07-13,46.32,
Poland,POL,2021-07-14,46.48,
Poland,POL,2021-07-15,46.66,
Poland,POL,2021-07-17,46.94,
Poland,POL,2021-07-19,47.09,
Poland,POL,2021-07-20,47.21,
Poland,POL,2021-07-21,47.34,
Poland,POL,2021-07-22,47.51,
Poland,POL,2021-07-23,47.65,
Poland,POL,2021-07-25,47.79,
Poland,POL,2021-07-26,47.87,
Poland,POL,2021-07-27,47.98,
Poland,POL,2021-07-28,48.13,
Poland,POL,2021-07-29,48.26,
Poland,POL,2021-07-30,48.38,
Poland,POL,2021-07-31,48.5,
Poland,POL,2021-08-01,48.57,
Poland,POL,2021-08-02,48.65,
Poland,POL,2021-08-03,48.74,
Poland,POL,2021-08-04,48.86,
Poland,POL,2021-08-05,48.99,
Poland,POL,2021-08-07,49.23,
Poland,POL,2021-08-09,49.33,
Poland,POL,2021-08-10,49.41,
Poland,POL,2021-08-11,49.51,
Poland,POL,2021-08-12,49.63,
Poland,POL,2021-08-14,49.81,
Poland,POL,2021-08-15,49.85,
Poland,POL,2021-08-16,49.91,
Poland,POL,2021-08-17,49.98,
Poland,POL,2021-08-18,50.12,
Poland,POL,2021-08-19,50.2,
Poland,POL,2021-08-20,50.29,
Poland,POL,2021-08-21,50.35,
Poland,POL,2021-08-22,50.39,
Poland,POL,2021-08-24,50.51,
Poland,POL,2021-08-26,50.69,
Poland,POL,2021-08-27,50.78,
Poland,POL,2021-08-28,50.85,
Poland,POL,2021-08-29,50.9,
Poland,POL,2021-08-30,50.95,
Poland,POL,2021-08-31,51.02,
Poland,POL,2021-09-01,51.08,
Poland,POL,2021-09-02,51.15,
Poland,POL,2021-09-03,51.23,
Poland,POL,2021-09-04,51.28,
Poland,POL,2021-09-05,51.31,
Poland,POL,2021-09-06,51.35,
Poland,POL,2021-09-07,51.4,
Poland,POL,2021-09-08,51.46,
Poland,POL,2021-09-10,51.6,
Poland,POL,2021-09-11,51.65,
Poland,POL,2021-09-12,51.68,
Poland,POL,2021-09-14,51.76,
Poland,POL,2021-09-15,51.81,
Poland,POL,2021-09-16,51.86,
Poland,POL,2021-09-17,51.92,
Poland,POL,2021-09-19,51.98,
Poland,POL,2021-09-20,52.01,
Poland,POL,2021-09-21,52.06,
Poland,POL,2021-09-22,52.15,
Poland,POL,2021-09-23,52.2,
Poland,POL,2021-09-24,52.26,
Poland,POL,2021-09-25,52.27,
Poland,POL,2021-09-27,52.3,
Poland,POL,2021-09-28,52.38,
Poland,POL,2021-09-29,52.42,
Poland,POL,2021-10-01,52.51,
Poland,POL,2021-10-02,52.53,
Poland,POL,2021-10-03,52.6,
Poland,POL,2021-10-04,52.61,
Poland,POL,2021-10-12,52.83,
Poland,POL,2021-10-13,52.83,
Poland,POL,2021-10-15,52.96,
Poland,POL,2021-10-16,52.98,
Poland,POL,2021-10-17,52.99,
Poland,POL,2021-10-19,53.05,
Poland,POL,2021-10-20,53.09,
Poland,POL,2021-10-21,53.13,
Poland,POL,2021-10-23,53.21,
Poland,POL,2021-10-24,53.22,
Poland,POL,2021-10-25,53.26,
Poland,POL,2021-10-26,53.36,
Poland,POL,2021-10-28,53.46,
Poland,POL,2021-10-29,53.53,
Poland,POL,2021-10-31,53.57,
Poland,POL,2021-11-01,53.57,
Poland,POL,2021-11-02,53.61,
Poland,POL,2021-11-03,53.67,
Poland,POL,2021-11-04,53.73,
Poland,POL,2021-11-05,53.8,
Poland,POL,2021-11-06,53.85,
Poland,POL,2021-11-07,53.86,
Poland,POL,2021-11-08,53.9,
Poland,POL,2021-11-09,53.96,
Poland,POL,2021-11-11,54.05,
Poland,POL,2021-11-12,54.13,
Poland,POL,2021-11-14,54.17,
Poland,POL,2021-11-15,54.21,
Poland,POL,2021-11-16,54.26,
Poland,POL,2021-11-17,54.33,
Poland,POL,2021-11-18,54.4,
Poland,POL,2021-11-19,54.49,
Poland,POL,2021-11-20,54.55,
Poland,POL,2021-11-21,54.57,
Poland,POL,2021-11-22,54.62,
Poland,POL,2021-11-23,54.69,
Poland,POL,2021-11-25,54.86,
Poland,POL,2021-11-27,55.05,
Poland,POL,2021-11-28,55.07,
Poland,POL,2021-11-29,55.11,
Poland,POL,2021-12-01,55.23,
Poland,POL,2021-12-02,55.3,
Poland,POL,2021-12-03,55.4,
Poland,POL,2021-12-04,55.48,
Portugal,PRT,2020-12-27,0.05,
Portugal,PRT,2020-12-28,0.08,
Portugal,PRT,2020-12-29,0.2,
Portugal,PRT,2020-12-30,0.3,
Portugal,PRT,2020-12-31,0.32,
Portugal,PRT,2021-01-01,0.32,
Portugal,PRT,2021-01-02,0.32,
Portugal,PRT,2021-01-03,0.32,
Portugal,PRT,2021-01-04,0.33,
Portugal,PRT,2021-01-05,0.46,
Portugal,PRT,2021-01-06,0.6,
Portugal,PRT,2021-01-07,0.71,
Portugal,PRT,2021-01-08,0.73,
Portugal,PRT,2021-01-09,0.73,
Portugal,PRT,2021-01-10,0.73,
Portugal,PRT,2021-01-11,0.84,
Portugal,PRT,2021-01-12,0.94,
Portugal,PRT,2021-01-13,1.08,
Portugal,PRT,2021-01-14,1.19,
Portugal,PRT,2021-01-15,1.26,
Portugal,PRT,2021-01-16,1.28,
Portugal,PRT,2021-01-17,1.28,
Portugal,PRT,2021-01-18,1.33,
Portugal,PRT,2021-01-19,1.49,
Portugal,PRT,2021-01-20,1.68,
Portugal,PRT,2021-01-21,1.96,
Portugal,PRT,2021-01-22,2.19,
Portugal,PRT,2021-01-23,2.3,
Portugal,PRT,2021-01-24,2.34,
Portugal,PRT,2021-01-30,2.73,
Portugal,PRT,2021-01-31,2.76,
Portugal,PRT,2021-02-01,2.95,
Portugal,PRT,2021-02-02,2.97,
Portugal,PRT,2021-02-03,3,
Portugal,PRT,2021-02-04,3.05,
Portugal,PRT,2021-02-05,3.1,
Portugal,PRT,2021-02-06,3.15,
Portugal,PRT,2021-02-07,3.16,
Portugal,PRT,2021-02-08,3.19,
Portugal,PRT,2021-02-09,3.21,
Portugal,PRT,2021-02-10,3.26,
Portugal,PRT,2021-02-11,3.3,
Portugal,PRT,2021-02-12,3.38,
Portugal,PRT,2021-02-13,3.48,
Portugal,PRT,2021-02-14,3.56,
Portugal,PRT,2021-02-15,3.6,
Portugal,PRT,2021-02-16,3.65,
Portugal,PRT,2021-02-17,3.75,
Portugal,PRT,2021-02-18,3.89,
Portugal,PRT,2021-02-19,4.16,
Portugal,PRT,2021-02-20,4.4,
Portugal,PRT,2021-02-21,4.56,
Portugal,PRT,2021-02-22,4.62,
Portugal,PRT,2021-02-23,4.74,
Portugal,PRT,2021-02-24,4.98,
Portugal,PRT,2021-02-25,5.25,
Portugal,PRT,2021-02-26,5.66,
Portugal,PRT,2021-02-27,6.01,
Portugal,PRT,2021-02-28,6.23,
Portugal,PRT,2021-03-01,6.36,
Portugal,PRT,2021-03-02,6.51,
Portugal,PRT,2021-03-03,6.65,
Portugal,PRT,2021-03-04,6.88,
Portugal,PRT,2021-03-05,7.24,
Portugal,PRT,2021-03-06,7.55,
Portugal,PRT,2021-03-07,7.68,
Portugal,PRT,2021-03-08,7.74,
Portugal,PRT,2021-03-09,7.82,
Portugal,PRT,2021-03-10,7.91,
Portugal,PRT,2021-03-11,8.06,
Portugal,PRT,2021-03-12,8.26,
Portugal,PRT,2021-03-13,8.46,
Portugal,PRT,2021-03-14,8.57,
Portugal,PRT,2021-03-15,8.69,
Portugal,PRT,2021-03-16,8.91,
Portugal,PRT,2021-03-17,8.92,
Portugal,PRT,2021-03-18,9.04,
Portugal,PRT,2021-03-19,9.16,
Portugal,PRT,2021-03-20,9.33,
Portugal,PRT,2021-03-21,9.43,
Portugal,PRT,2021-03-22,9.5,
Portugal,PRT,2021-03-23,9.6,
Portugal,PRT,2021-03-24,9.8,
Portugal,PRT,2021-03-25,10.19,
Portugal,PRT,2021-03-26,10.84,
Portugal,PRT,2021-03-27,11.12,
Portugal,PRT,2021-03-28,11.73,
Portugal,PRT,2021-03-29,12.05,
Portugal,PRT,2021-03-30,12.25,
Portugal,PRT,2021-03-31,12.52,
Portugal,PRT,2021-04-01,12.66,
Portugal,PRT,2021-04-02,13.06,
Portugal,PRT,2021-04-03,13.25,
Portugal,PRT,2021-04-04,13.35,
Portugal,PRT,2021-04-05,13.41,
Portugal,PRT,2021-04-06,13.67,
Portugal,PRT,2021-04-07,14.03,
Portugal,PRT,2021-04-08,14.54,
Portugal,PRT,2021-04-09,15.08,
Portugal,PRT,2021-04-10,15.65,
Portugal,PRT,2021-04-11,15.75,
Portugal,PRT,2021-04-12,15.94,
Portugal,PRT,2021-04-13,16.24,
Portugal,PRT,2021-04-14,16.65,
Portugal,PRT,2021-04-15,17.17,
Portugal,PRT,2021-04-16,17.76,
Portugal,PRT,2021-04-17,18.23,
Portugal,PRT,2021-04-18,19.35,
Portugal,PRT,2021-04-19,20.14,
Portugal,PRT,2021-04-20,20.35,
Portugal,PRT,2021-04-21,20.63,
Portugal,PRT,2021-04-22,20.93,
Portugal,PRT,2021-04-23,21.21,
Portugal,PRT,2021-04-24,21.6,
Portugal,PRT,2021-04-25,21.91,
Portugal,PRT,2021-04-26,22.22,
Portugal,PRT,2021-04-27,22.62,
Portugal,PRT,2021-04-28,23,
Portugal,PRT,2021-04-29,23.53,
Portugal,PRT,2021-04-30,24.15,
Portugal,PRT,2021-05-01,24.83,
Portugal,PRT,2021-05-02,25.24,
Portugal,PRT,2021-05-03,25.64,
Portugal,PRT,2021-05-04,26.15,
Portugal,PRT,2021-05-05,26.74,
Portugal,PRT,2021-05-06,27.22,
Portugal,PRT,2021-05-07,27.71,
Portugal,PRT,2021-05-08,28.17,
Portugal,PRT,2021-05-09,28.85,
Portugal,PRT,2021-05-10,29.43,
Portugal,PRT,2021-05-11,30,
Portugal,PRT,2021-05-12,30.53,
Portugal,PRT,2021-05-13,31.05,
Portugal,PRT,2021-05-14,31.57,
Portugal,PRT,2021-05-15,31.8,
Portugal,PRT,2021-05-16,31.86,
Portugal,PRT,2021-05-17,32.46,
Portugal,PRT,2021-05-18,32.93,
Portugal,PRT,2021-05-19,33.48,
Portugal,PRT,2021-05-20,33.99,
Portugal,PRT,2021-05-21,34.53,
Portugal,PRT,2021-05-22,35.01,
Portugal,PRT,2021-05-23,35.37,
Portugal,PRT,2021-05-24,35.71,
Portugal,PRT,2021-05-25,36.14,
Portugal,PRT,2021-05-26,36.62,
Portugal,PRT,2021-05-27,37.06,
Portugal,PRT,2021-05-28,37.47,
Portugal,PRT,2021-05-29,37.86,
Portugal,PRT,2021-05-30,38.19,
Portugal,PRT,2021-05-31,38.49,
Portugal,PRT,2021-06-01,38.8,
Portugal,PRT,2021-06-02,39.21,
Portugal,PRT,2021-06-03,39.73,
Portugal,PRT,2021-06-04,40.15,
Portugal,PRT,2021-06-05,40.63,
Portugal,PRT,2021-06-06,40.98,
Portugal,PRT,2021-06-07,41.32,
Portugal,PRT,2021-06-08,41.84,
Portugal,PRT,2021-06-09,42.45,
Portugal,PRT,2021-06-10,43.09,
Portugal,PRT,2021-06-11,43.82,
Portugal,PRT,2021-06-12,44.12,
Portugal,PRT,2021-06-13,44.76,
Portugal,PRT,2021-06-14,45.15,
Portugal,PRT,2021-06-15,45.71,
Portugal,PRT,2021-06-16,46.21,
Portugal,PRT,2021-06-17,46.82,
Portugal,PRT,2021-06-18,47.79,
Portugal,PRT,2021-06-19,48.02,
Portugal,PRT,2021-06-20,48.48,
Portugal,PRT,2021-06-21,48.89,
Portugal,PRT,2021-06-22,49.04,
Portugal,PRT,2021-06-23,49.59,
Portugal,PRT,2021-06-24,50.18,
Portugal,PRT,2021-06-25,50.8,
Portugal,PRT,2021-06-26,51.45,
Portugal,PRT,2021-06-27,52.05,
Portugal,PRT,2021-06-28,53.04,
Portugal,PRT,2021-06-29,53.66,
Portugal,PRT,2021-07-05,57.14,
Portugal,PRT,2021-07-06,57.81,
Portugal,PRT,2021-07-07,58.48,
Portugal,PRT,2021-07-12,61.78,
Portugal,PRT,2021-07-13,62.22,
Portugal,PRT,2021-07-14,62.78,
Portugal,PRT,2021-07-15,63.33,
Portugal,PRT,2021-07-16,63.87,
Portugal,PRT,2021-07-17,64.38,
Portugal,PRT,2021-07-18,64.92,
Portugal,PRT,2021-07-19,65.34,
Portugal,PRT,2021-07-20,65.77,
Portugal,PRT,2021-07-21,66.21,
Portugal,PRT,2021-07-22,66.58,
Portugal,PRT,2021-07-23,67.01,
Portugal,PRT,2021-07-24,67.43,
Portugal,PRT,2021-07-25,67.81,
Portugal,PRT,2021-07-26,68.07,
Portugal,PRT,2021-07-27,68.32,
Portugal,PRT,2021-07-28,68.6,
Portugal,PRT,2021-07-29,68.87,
Portugal,PRT,2021-07-30,69.16,
Portugal,PRT,2021-07-31,69.5,
Portugal,PRT,2021-08-02,70.11,
Portugal,PRT,2021-08-03,70.37,
Portugal,PRT,2021-08-04,70.65,
Portugal,PRT,2021-08-05,71.1,
Portugal,PRT,2021-08-06,71.47,
Portugal,PRT,2021-08-07,71.87,
Portugal,PRT,2021-08-08,72.21,
Portugal,PRT,2021-08-09,72.55,
Portugal,PRT,2021-08-10,73.04,
Portugal,PRT,2021-08-11,73.66,
Portugal,PRT,2021-08-12,74.26,
Portugal,PRT,2021-08-13,74.71,
Portugal,PRT,2021-08-14,75.48,
Portugal,PRT,2021-08-15,76.46,
Portugal,PRT,2021-08-16,77.05,
Portugal,PRT,2021-08-17,77.71,
Portugal,PRT,2021-08-18,78.25,
Portugal,PRT,2021-08-19,78.85,
